Village,Department,Arrondissement,Region,postal_code,population,Lat_Village,Lon_Village,year
FEL,MAYO-LOUTI,GUIDER,NORD,63639,3382,9.84717,13.72687,2025
KOLBANOU,FARO,BÃ©KA,NORD,62173,0,8.52997,12.46901,2025
BANDORO,BENOUE,BIBEMI,NORD,61256,162,9.36859,13.77176,2025
OUDA HAMAN,MAYO-TSANAGA,MOGODÃ©,EXTREME-NORD,46586,0,10.4,13.68333,2025
SAVA,MAYO-SAVA,MORA,EXTREME-NORD,45467,5456,11.01444,14.20168,2025
BARDOUKI,MAYO-KANI,DZIGUILAO,EXTREME-NORD,44241,0,9.9713,14.8105,2025
GOUENDELE,MAYO-SAVA,TOKOMBÃ©RÃ©,EXTREME-NORD,45889,0,10.97698,14.14788,2025
DOUING,MAYO-DANAY,ZINA,EXTREME-NORD,43742,645,11.17983,14.9677,2025
BOULATANI,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1704,11.19992,13.95012,2025
ALAGARNO MOUZGOUM,DIAMARE,PÃ©TTÃ©,EXTREME-NORD,41286,0,11.00403,14.71554,2025
DOGBA,DIAMARE,MAROUA III,EXTREME-NORD,41781,5800,10.79118,14.3259,2025
SIFNA,MAYO-DANAY,ZINA,EXTREME-NORD,43742,645,11.12771,15.014,2025
HERAZAYA,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,12.08017,15.0169,2025
DANGRA,MAYO-TSANAGA,BOURHA,EXTREME-NORD,46197,2371,10.27988,13.54862,2025
AVAKOUYE,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1704,11.26985,13.97185,2025
MEHOULE,MAYO-SAVA,TOKOMBÃ©RÃ©,EXTREME-NORD,45889,0,10.83856,14.11136,2025
AVEBE,NYONG-ET-SO,AKOÃ©MAN,CENTRE,21226,0,3.35,11.5,2025
AYOS,NYONG-ET-MFOUMOU,AYOS,CENTRE,29674,779,3.9,12.51667,2025
BEP,MBAM-ET-INOUBOU,KIIKI,CENTRE,23417,1902,4.65,11.16667,2025
KELE,MEFOU-ET-AKONO,MATOMB,CENTRE,26752,1161,3.8,11.16667,2025
DO,HAUTE-SANAGA,NANGA-EBOKO,CENTRE,21283,811,4.81667,12.21667,2025
NKOLMAKA,NYONG-ET-SO,NKOL-MÃ©TET,CENTRE,21426,0,3.51667,11.81667,2025
ABOUMZOK,MVILA,MVANGAN,SUD,92112,608,2.36667,11.8,2025
OVENG,NYONG-ET-SO,ZOÃ©TÃ©LÃ©,CENTRE,21631,0,3.26667,11.86667,2025
AWOUT,NYONG-ET-SO,ZOÃ©TÃ©LÃ©,CENTRE,21631,0,3.25,11.85,2025
MENGOM,NYONG-ET-MFOUMOU,MEYOMESSALA,CENTRE,29642,724,3.25,12.2,2025
OBANG,VALLEE-DU-NTEM,OLAMZÃ©,SUD,94769,0,2.21667,11.08333,2025
EKANJOK,KUPE-MANENGUBA,BANGEM,SUD-OUEST,12136,898,5.1166,9.6605,2025
BOKU,NDIAN,MUDEMBA,SUD-OUEST,16151,0,4.83333,8.86667,2025
BLASK BUSH,NDIAN,EKONDO-TITI,SUD-OUEST,16318,3850,4.6407,8.9018,2025
MABETA,FAKO,LIMBÃ© III,SUD-OUEST,11714,0,4.00222,9.28556,2025
DIPENDA,KUPE-MANENGUBA,KONYE,SUD-OUEST,12228,1797,5.0669,9.3822,2025
MBILE,HAUTS-PLATEAUX,PENKA-MICHEL,OUEST,83857,1289,5.44334,10.28894,2025
KONG NJONG,MIFI,BAFOUSSAM III,OUEST,86392,4063,5.45395,10.33399,2025
NGANTOU,MIFI,FOUMBOT,OUEST,86433,4359,5.49238,10.63294,2025
NYU II,NDE,BANGANGTÃ©,OUEST,87191,0,5.11877,10.58198,2025
BATCHA,HAUT-NKAM,BANA,OUEST,82395,1984,5.10931,10.34704,2025
YIT,NOUN,KOUTABA,OUEST,88592,1237,5.61248,10.7866,2025
NKOUNNY,MENOUA,PENKA-MICHEL,OUEST,85957,1289,5.46408,10.20622,2025
NGOULAP,NDE,BASSAMBA,OUEST,87214,225,5.10715,10.53876,2025
MARAP,NOUN,MASSANGAM,OUEST,88892,1803,5.32721,10.83896,2025
LEPIPI III,MENOUA,BATCHAM,OUEST,85293,1269,5.50643,10.21223,2025
KAREWA,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,9.84234,13.29002,2025
OURO SATA,BENOUE,BIBEMI,NORD,61256,162,9.05334,13.91891,2025
AOUDJALI,BENOUE,REY-BOUBA,NORD,61376,1813,8.8659,14.0271,2025
PIAGA,MAYO-LOUTI,BIBEMI,NORD,63256,162,9.60982,13.99333,2025
YALAM,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,9.85647,13.29215,2025
WAWALA,DIAMARE,GAZAWA,EXTREME-NORD,41328,1059,10.46133,14.10452,2025
KODIOLEO,MAYO-SAVA,PÃ©TTÃ©,EXTREME-NORD,45686,0,11.01667,14.46667,2025
BIGUIDING,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,893,10.35912,13.76176,2025
POUTIKI,MAYO-DANAY,YAGOUA,EXTREME-NORD,43642,9351,10.3,15.16667,2025
KHALKOUSSAM,LOGONE-ET-CHARI,LOGONE-BIRNI,EXTREME-NORD,42733,0,11.75056,14.97278,2025
MBEVER,MAYO-TSANAGA,GAZAWA,EXTREME-NORD,46228,1059,10.53757,13.99133,2025
OURO BEBA,DIAMARE,MAROUA III,EXTREME-NORD,41781,5800,10.75726,14.44496,2025
MADA,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,655,10.83199,13.845,2025
MEKAK,HAUTE-SANAGA,NKOTENG,CENTRE,21489,536,4.5,12.33333,2025
AVANGANE,HAUTE-SANAGA,NKOTENG,CENTRE,21489,536,4.63333,12.25,2025
BOUNDJOU,HAUTE-SANAGA,BIBEY,CENTRE,21297,579,4.96667,12.6,2025
KAGBANE,HAUTE-SANAGA,MINTA,CENTRE,21192,764,4.58333,12.93333,2025
BIYOKA,NYONG-ET-MFOUMOU,BENGBIS,CENTRE,29779,387,3.58333,12.56667,2025
SANGBE,DJEREM,TABATI,ADAMAOUA,11554,0,6.04945,12.47227,2025
ENGANE,HAUTE-SANAGA,NANGA-EBOKO,CENTRE,21283,811,4.63333,12.3,2025
ASOK,MEFOU-ET-AFAMBA,DZENG,CENTRE,25385,485,3.68333,11.83333,2025
OBOFIANGA,MEFOU-ET-AFAMBA,DZENG,CENTRE,25385,485,3.71667,11.85,2025
NGOULEMAKONG,MEFOU-ET-AKONO,MATOMB,CENTRE,26752,1161,3.8,11.2,2025
TABOUA,DJEREM,TABATI,ADAMAOUA,11554,0,6.75,12.65,2025
OSSATU,MOMO,NIJKWA,NORD-OUEST,76823,0,6.2586,9.7535,2025
SANGRE,NDIAN,KOMBO-ABEDIMO,SUD-OUEST,16725,0,4.6045,8.6641,2025
BANDYE,MOMO,NIJKWA,NORD-OUEST,76823,0,6.1274,9.6509,2025
EKONA MBENGE,FAKO,MUYUKA,SUD-OUEST,11117,5950,4.2281,9.3369,2025
NCHANG,BOYO,FUNDONG,NORD-OUEST,71425,8232,6.35,10.4,2025
NGWOKWONG,MOMO,MBENGWI,NORD-OUEST,76726,2973,5.9747,9.912,2025
BASSA,MOMO,NIJKWA,NORD-OUEST,76823,0,6.2011,9.7857,2025
NLABAKAM,MEZAM,BAMENDA II,NORD-OUEST,75442,0,5.96327,10.09532,2025
KOSKIN,MENCHUM,FONFUKA,NORD-OUEST,74239,0,6.58333,10.26667,2025
BATABI,MOMO,NIJKWA,NORD-OUEST,76823,0,6.183,9.7401,2025
NDOKBANGENDENG,NKAM,YINGUI,LITTORAL,52649,254,4.33333,10.43333,2025
YAMBONG,SANAGA-MARITIME,ÃDÃ©A I,LITTORAL,53346,0,3.55,10.01667,2025
MICHUKOUEM,MENOUA,SANTCHOU,OUEST,85187,0,5.3285,9.8629,2025
MINYAME,SANAGA-MARITIME,DOUALA VI,LITTORAL,53363,743,3.8,9.6,2025
GAI-NDARO,LOM-ET-DJEREM,BÃ©TARÃ©-OYA,EST,34542,0,5.55,13.8,2025
NGAINEMBOROU,KADEI,KENTZOU,EST,33751,0,4.36667,14.76667,2025
SAMBA II,HAUTE-SANAGA,NGUELEMENDOUKA,CENTRE,21312,1087,4.43333,12.96667,2025
NJERUP,MAYO-BANYO,MAYO-DARLÃ©,ADAMAOUA,13421,0,6.46667,11.41667,2025
BEDA,NYONG-ET-KELLE,DIBANG,CENTRE,28415,1783,4.08333,10.8,2025
SY,VINA,MBÃ©,ADAMAOUA,15446,0,7.71667,13.48333,2025
THREE CORNERS,MEME,KUMBA II,SUD-OUEST,15651,14573,4.6332,9.4718,2025
EKUMBAKO,NDIAN,MUDEMBA,SUD-OUEST,16151,0,4.8994,8.8739,2025
LUBANGI,MEME,KONYE,SUD-OUEST,15428,1797,4.9363,9.366,2025
EKANEM ESSIN,NDIAN,ISANGUELE,SUD-OUEST,16631,0,4.8674,8.6565,2025
KUMUKUMU,MEME,KUMBA I,SUD-OUEST,15567,9064,4.6541,9.2437,2025
NJITAM,NOUN,BANGOURAIN,OUEST,88169,1664,5.86339,10.7576,2025
MBI,MENOUA,NKONG-ZEM,OUEST,85824,0,5.51071,10.12814,2025
MANSWEN FOWYOM,NOUN,MASSANGAM,OUEST,88892,1803,5.46403,10.92963,2025
TOUMONE,NOUN,KOUTABA,OUEST,88592,1237,5.59763,10.81662,2025
MENDA,MEZAM,BAMENDA III,NORD-OUEST,75562,0,5.98848,10.18712,2025
BESI,MOMO,BATIBO,NORD-OUEST,76579,2203,5.81558,9.92417,2025
SABGA,NGO-KETUNJIA,TUBAH,NORD-OUEST,77113,5051,6.01667,10.31667,2025
MBEM,HAUTS-PLATEAUX,BANDJA,OUEST,83456,2066,5.31514,10.22951,2025
NDOUBIAN,HAUT-NKAM,NDOBIAN,OUEST,82217,0,4.98333,10.35,2025
KOUM,NYONG-ET-MFOUMOU,MESSAMÃ©NA,CENTRE,29521,0,3.7,12.75,2025
NANGESAN,MVILA,NGOULÃ©MAKONG,SUD,92336,0,3.08333,11.41667,2025
MINKOUMOU,NYONG-ET-SO,ZOÃ©TÃ©LÃ©,CENTRE,21631,0,3.23333,11.95,2025
NKOLEMBEMBE,DJA-ET-LOBO,BENGBIS,SUD,91179,358,3.25,12.53333,2025
BITYE,DJA-ET-LOBO,MEYOMESSALA,SUD,91342,669,3.01667,12.36667,2025
NGOM,NYONG-ET-SO,MEYOMESSALA,CENTRE,21942,724,3.08333,12.06667,2025
MANMENYIN,OCEAN,CAMPO,SUD,93393,209,2.36667,10.26667,2025
OURO HARISSOU,BENOUE,GAROUA I,NORD,61565,14597,9.34225,13.31974,2025
MVOUTESI I,NYONG-ET-SO,ZOÃ©TÃ©LÃ©,CENTRE,21631,0,3.23333,11.78333,2025
MEYOS,MVILA,EBOLOWA II,SUD,92529,2702,2.8,11.25,2025
NSIMI,NYONG-ET-SO,ZOÃ©TÃ©LÃ©,CENTRE,21631,0,3.16667,11.81667,2025
MEBEM,VALLEE-DU-NTEM,MA'AN,SUD,94617,381,2.51667,10.93333,2025
LOUGGA,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,9.75,13.43333,2025
KOUROUK,MAYO-REY,TCHOLLIRÃ©,NORD,64832,0,8.1,14.48333,2025
NDJADA,MAYO-LOUTI,GUIDER,NORD,63639,3382,10.02764,13.76962,2025
PARDA MBOKOTYE,MAYO-SAVA,MORA,EXTREME-NORD,45467,5456,11.03135,14.15596,2025
TARMOUA,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1704,11.08681,14.02902,2025
MAYEL KODJOLI,MAYO-KANI,MINDIF,EXTREME-NORD,44758,2780,10.35648,14.59087,2025
PETENE,MAYO-KANI,KAÃ©LÃ©,EXTREME-NORD,44588,0,10.26556,14.39186,2025
MAHAY,MAYO-KANI,KAÃ©LÃ©,EXTREME-NORD,44588,0,10.19527,14.31178,2025
WILDA,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1704,11.10098,14.08001,2025
DZOKROUMA,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,655,10.85206,13.87619,2025
KOKOE,LEKIE,MBANGASSINA,CENTRE,22994,8279,4.46667,11.46667,2025
MEDOUMBOU,MEFOU-ET-AFAMBA,SOA,CENTRE,25448,1922,4.03333,11.66667,2025
MEUKONG,NYONG-ET-MFOUMOU,AKONOLINGA,CENTRE,29367,630,3.86667,12.23333,2025
EKOKO,NYONG-ET-MFOUMOU,MENGANG,CENTRE,29473,620,3.81667,12.11667,2025
AKOLO,NYONG-ET-MFOUMOU,MENGANG,CENTRE,29473,620,3.83333,12.18333,2025
DOUMBOULKO,FARO,POLI,NORD,62616,655,8.41478,13.27037,2025
DJADJOULI,BENOUE,REY-BOUBA,NORD,61376,1813,9.1663,14.3471,2025
MOUTO,FARO,POLI,NORD,62616,655,8.53484,13.13655,2025
TCHAKARI,BENOUE,BIBEMI,NORD,61256,162,9.3378,13.776,2025
PANBAO,MAYO-SAVA,KOZA,EXTREME-NORD,45214,655,10.85933,13.87886,2025
GRIKIJE,MAYO-SAVA,KOZA,EXTREME-NORD,45214,655,10.88641,13.97165,2025
VADA,MAYO-SAVA,KOZA,EXTREME-NORD,45214,655,10.87634,13.95809,2025
KOUROM,MAYO-SAVA,TOKOMBÃ©RÃ©,EXTREME-NORD,45889,0,10.87403,14.07966,2025
GOUSDA,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,655,10.84463,13.83286,2025
MELERI,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1704,11.14847,13.97027,2025
KARAZAOUA,MAYO-SAVA,MOZOGO,EXTREME-NORD,45552,0,10.97988,13.94451,2025
MIYONPOY,MAYO-TSANAGA,NDOUKOULA,EXTREME-NORD,46824,996,10.41864,13.93788,2025
DJOBTORO,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,655,10.80113,13.86955,2025
NKOLAKONO I,MEFOU-ET-AKONO,AKONO,CENTRE,26176,489,3.55,11.33333,2025
BIZOK,NYONG-ET-SO,NKOL-MÃ©TET,CENTRE,21426,0,3.48333,11.75,2025
NYEMEYONG,NYONG-ET-SO,MENGUEME,CENTRE,21824,1015,3.18333,11.36667,2025
MEKIN,DJA-ET-LOBO,BENGBIS,SUD,91179,358,3.26667,12.41667,2025
ASSAM-EBAE,VALLEE-DU-NTEM,OLAMZÃ©,SUD,94769,0,2.33333,10.86667,2025
EKOUMEDOUM,MVILA,AMBAM,SUD,92151,1316,2.58333,11.28333,2025
KOULOUGANGA,MEFOU-ET-AKONO,MVENGUE,CENTRE,26241,1982,3.25,11.1,2025
BOBODJI,DJEREM,MARTAP,ADAMAOUA,11396,1991,6.98333,13.01667,2025
MA BANYO,MAYO-BANYO,BANYO,ADAMAOUA,13212,4317,6.86667,11.81667,2025
MBI DEM,FARO-ET-DEO,MARTAP,ADAMAOUA,12396,1991,7.13333,12.9,2025
OUADJIRI,FARO-ET-DEO,MAYO-BALÃ©O,ADAMAOUA,12447,0,7.53333,12.5,2025
MAMBANDA CAMP,MEME,KUMBA II,SUD-OUEST,15651,14573,4.6357,9.5078,2025
MIMBANG,MOMO,WIDIKUM-BOFFÃ©,NORD-OUEST,76198,0,5.997,9.6012,2025
MBOKEM,KUPE-MANENGUBA,MENJI,SUD-OUEST,12555,0,5.29369,9.73775,2025
AKWEN,MANYU,EYUMODJOCK,SUD-OUEST,14237,1579,5.75979,9.06448,2025
ARCHIBONG,NDIAN,ISANGUELE,SUD-OUEST,16631,0,4.8112,8.6223,2025
EKOWANTAN,MANYU,MAMFE,SUD-OUEST,14357,0,5.467,9.2844,2025
BOMBE,MANYU,MAMFE,SUD-OUEST,14357,0,5.8177,9.382,2025
NKOGO,MENOUA,NKONG-ZEM,OUEST,85824,0,5.52184,10.1014,2025
MVE,MENOUA,FOKOUÃ©,OUEST,85434,0,5.33349,10.08064,2025
DENGANG,BAMBOUTOS,BATCHAM,OUEST,81593,1269,5.55851,10.21269,2025
MBOU,HAUTS-PLATEAUX,BAMENDJOU,OUEST,83376,1230,5.38678,10.36352,2025
YOUKOUT,MAYO-REY,TCHOLLIRÃ©,NORD,64832,0,8.3005,14.0972,2025
HOULA,BENOUE,PITOA,NORD,61233,2036,9.28901,13.70771,2025
SORA MBOUM,MAYO-REY,TOUBORO,NORD,64967,2661,7.7925,15.0034,2025
KEDE,FARO,TOUROUA,NORD,62854,1355,8.83646,13.01254,2025
GASCHIGA,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,9.95519,13.31629,2025
BONTAZI-KOLA,MAYO-LOUTI,FIGUIL,NORD,63523,2035,9.8646,13.96183,2025
REOUSSI,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,9.93262,13.68689,2025
DOLA,BENOUE,PITOA,NORD,61233,2036,9.43481,13.58201,2025
OUENGO NIEBE,MAYO-LOUTI,BIBEMI,NORD,63256,162,9.4317,14.2149,2025
ATIBA,DIAMARE,BOGO,EXTREME-NORD,41171,3075,10.70749,14.75539,2025
NGABA TONGUEL,DIAMARE,MAROUA III,EXTREME-NORD,41781,5800,10.81484,14.5136,2025
VATA,MAYO-DANAY,GUÃ©MÃ©,EXTREME-NORD,43527,0,10.41667,15.2,2025
LOUGUERSO,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,893,10.25466,13.89011,2025
KIDJIMATARI,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1704,11.30365,13.99918,2025
OUMAR ABIAT,LOGONE-ET-CHARI,BLANGOUA,EXTREME-NORD,42161,1672,12.60508,14.65904,2025
GALA,MAYO-DANAY,ZINA,EXTREME-NORD,43742,645,11.03747,15.07682,2025
AMADOUKCHI,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,750,12.52102,14.7593,2025
ZOUMBAS,MAYO-SAVA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,45773,0,10.79011,13.9786,2025
ROUFTA,MAYO-TSANAGA,MOGODÃ©,EXTREME-NORD,46586,0,10.51462,13.64707,2025
AKAK,MEFOU-ET-AFAMBA,AWAÃ©,CENTRE,25245,0,3.88333,11.95,2025
PONEK,MBAM-ET-INOUBOU,KON-YAMBETTA,CENTRE,23569,2181,4.81667,11.03333,2025
ZOKOGO,LEKIE,EBEBDA,CENTRE,22482,1386,4.31667,11.38333,2025
NKOLOBANG II,LEKIE,ELIG-MFOMO,CENTRE,22641,986,4.18333,11.36667,2025
EZEZANG,LEKIE,OBALA,CENTRE,22589,4411,4.03333,11.48333,2025
TANGA,HAUTE-SANAGA,AYOS,CENTRE,21174,779,4.35,12.55,2025
LERE,VINA,NGAOUNDÃ©RÃ© III,ADAMAOUA,15937,0,7.55,13.55,2025
SALTAKA,VINA,NGAOUNDÃ©RÃ© III,ADAMAOUA,15937,0,7.61667,13.71667,2025
NASSARAO,MAYO-BANYO,BANKIM,ADAMAOUA,13162,4263,6.43506,11.39145,2025
BONIAMAVIO,FAKO,BUEA,SUD-OUEST,11235,9162,4.1518,9.3233,2025
KEKUKESEM I,MANYU,AKWAYA,SUD-OUEST,14129,1865,5.9943,9.1881,2025
MITONDO,FAKO,LIMBÃ© I,SUD-OUEST,11598,0,3.99388,9.22131,2025
DORA,MEME,DIKOME-BALUE,SUD-OUEST,15216,0,4.6359,9.1891,2025
ZEMEKONG,MENOUA,PENKA-MICHEL,OUEST,85957,1289,5.47443,10.22769,2025
BADU,MENCHUM,BENAKUMA,NORD-OUEST,74136,0,6.4684,9.8848,2025
DJENKA,MEZAM,BALI,NORD-OUEST,75233,2401,5.89819,10.02995,2025
MARTAP,DJEREM,MARTAP,ADAMAOUA,11396,1991,6.9,13.05,2025
OSATU,MOMO,NIJKWA,NORD-OUEST,76823,0,6.20821,9.67978,2025
MATONDO II,MEME,KONYE,SUD-OUEST,15428,1797,4.8662,9.391,2025
BEACH,NDIAN,EKONDO-TITI,SUD-OUEST,16318,3850,4.6066,9.0065,2025
MOKARA TANDA,NDIAN,BAMUSSO,SUD-OUEST,16177,1430,4.5098,8.9027,2025
OGURANG,MANYU,EYUMODJOCK,SUD-OUEST,14237,1579,5.4789,8.96,2025
FAMLENG,MIFI,BAFOUSSAM I,OUEST,86197,9766,5.49156,10.46804,2025
LA'ATCHUET,MENOUA,FONGO-TONGO,OUEST,85563,0,5.5179,10.03561,2025
NJINSO,NOUN,NJIMOM,OUEST,88156,2444,5.81459,10.99621,2025
MANKWI,MEZAM,BAFUT,NORD-OUEST,75149,10408,6.0851,10.0816,2025
NINGA,NKAM,NGAMBÃ©,LITTORAL,52399,0,4.31667,10.51667,2025
BONINDI,WOURI,DOUALA V,LITTORAL,54997,70941,4.2815,9.8257,2025
NDEM II,NKAM,YINGUI,LITTORAL,52649,254,4.63333,10.38333,2025
BAMWEN,MOUNGO,BONALÃ©A,LITTORAL,51115,0,4.3567,9.7458,2025
NGOULA NKOLJONKOL,BOUMBA-ET-NGOKO,SALAPOUMBÃ©,EST,31443,0,2.7,15.3,2025
MESE,KADEI,NDÃ©LÃ©LÃ©,EST,33284,0,3.95,15.08333,2025
MPEMEZOK,HAUT-NYONG,ABONG-MBANG,EST,32193,2189,3.91667,13.26667,2025
NDOKBAEMBI,NKAM,YINGUI,LITTORAL,52649,254,4.31667,10.41667,2025
BONALONGSO,NKAM,YABASSI,LITTORAL,52582,504,4.55,10.01667,2025
BONALEMBE,NKAM,YABASSI,LITTORAL,52582,504,4.4359,9.9463,2025
LOG WOMBE,SANAGA-MARITIME,ÃDÃ©A II,LITTORAL,53453,0,4.18333,10.26667,2025
BONANDO,HAUT-NYONG,DOUMAINTANG,EST,32248,887,4.11667,13.26667,2025
NGANG,HAUT-NKAM,KÃ©KEM,OUEST,82959,0,5.1798,10.02319,2025
KING-PLACE,BAMBOUTOS,MBOUDA,OUEST,81756,2359,5.5645,10.28925,2025
MAKUMO,MENCHUM,BENAKUMA,NORD-OUEST,74136,0,6.51467,9.70804,2025
BANGOLAN,NGO-KETUNJIA,BALIKUMBAT,NORD-OUEST,77235,2255,5.90389,10.37816,2025
MBENGOK,MOMO,ANDEK,NORD-OUEST,76241,0,5.9004,9.8298,2025
NGANGTE,NDE,BANGANGTÃ©,OUEST,87191,0,5.1431,10.54236,2025
TEFAM,KOUNG-KHI,BAYANGAM,OUEST,84353,461,5.263,10.47001,2025
ELAMBONG,SANAGA-MARITIME,ÃDÃ©A I,LITTORAL,53346,0,3.35778,9.92806,2025
MWAPAK,BOUMBA-ET-NGOKO,GARI-GOMBO,EST,31192,0,3.43333,14.71667,2025
BAGBEZE,NYONG-ET-MFOUMOU,ANGOSSAS,CENTRE,29449,0,4.1,13.01667,2025
TIAN,NYONG-ET-MFOUMOU,MESSAMÃ©NA,CENTRE,29521,0,3.6,12.63333,2025
EBENGON,VALLEE-DU-NTEM,KYÃ©-OSSI,SUD,94583,0,2.23333,11.2,2025
ALENE,MVILA,MVANGAN,SUD,92112,608,2.46667,11.88333,2025
NANGABODOUA,OCEAN,CAMPO,SUD,93393,209,2.38333,9.81667,2025
DJAMTARI,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,9.86406,13.36803,2025
MAHILBA,FARO,BÃ©KA,NORD,62173,0,8.58333,12.56667,2025
BANGO,BENOUE,GAROUA II,NORD,61682,16304,9.51667,13.43333,2025
MBIP,MAYO-REY,TCHOLLIRÃ©,NORD,64832,0,8.3027,14.0941,2025
BIWONG,MVILA,EBOLOWA II,SUD,92529,2702,2.76667,11.35,2025
NKAN,DJA-ET-LOBO,DJOUM,SUD,91262,743,2.66667,12.66667,2025
NLANYOP,NYONG-ET-SO,NGOULÃ©MAKONG,CENTRE,21336,0,3.08333,11.66667,2025
DJOUMASSI,BENOUE,GAROUA II,NORD,61682,16304,9.40256,13.37892,2025
MAKOWASSI,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,9.98425,13.39119,2025
SOROMBEO,MAYO-REY,MADINGRING,NORD,64455,2028,8.22281,14.94285,2025
DAKIDONGO,FARO,POLI,NORD,62616,655,8.49848,13.10568,2025
DJIMVOUM,MAYO-REY,BÃ©LEL,NORD,64165,0,7.4,14.61667,2025
GAVRA,MAYO-DANAY,KAI-KAI,EXTREME-NORD,43724,5119,10.60705,14.88657,2025
MBOUZOM,MAYO-SAVA,KOZA,EXTREME-NORD,45214,655,10.94347,13.85037,2025
TCHITCHEO,MAYO-DANAY,MOULVOUDAYE,EXTREME-NORD,43252,3139,10.31201,14.845,2025
GADAFEI,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,786,12.43512,14.24494,2025
DAKAR,DIAMARE,MAROUA I,EXTREME-NORD,41526,11928,10.57733,14.24801,2025
GAMDAMA,MAYO-DANAY,YAGOUA,EXTREME-NORD,43642,9351,10.29689,15.23959,2025
SAGME,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,786,12.5514,14.25867,2025
DAFA,LOGONE-ET-CHARI,ZINA,EXTREME-NORD,42142,645,11.4729,15.06487,2025
AMSOUFA,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,750,12.2934,14.64759,2025
KATCHAWALE,MAYO-SAVA,MORA,EXTREME-NORD,45467,5456,11.15,14.26667,2025
MERBA,DIAMARE,BOGO,EXTREME-NORD,41171,3075,10.90708,14.73693,2025
MINGLIA,DIAMARE,GAZAWA,EXTREME-NORD,41328,1059,10.62655,14.07063,2025
MALIMBO,DJEREM,TABATI,ADAMAOUA,11554,0,6.01572,12.49618,2025
MVIONGA,HAUTE-SANAGA,KOBDOMBO,CENTRE,21611,0,4.21667,12.71667,2025
SONG NGOS,NYONG-ET-KELLE,NGOG-MAPUBI,CENTRE,28341,0,3.98333,10.85,2025
NKOLFOULOU,LEKIE,OBALA,CENTRE,22589,4411,4.13333,11.6,2025
KOUNIAKONG,MBAM-ET-INOUBOU,NGORO,CENTRE,23185,4656,5.1,11.4,2025
NTSAEKANG,LEKIE,OBALA,CENTRE,22589,4411,4.23333,11.5,2025
NKOLMEFON,LEKIE,SA'A,CENTRE,22836,2547,4.33333,11.46667,2025
NKOLTAI,LEKIE,ELIG-MFOMO,CENTRE,22641,986,4.23333,11.38333,2025
ZALOM,MFOUNDI,NKOLAFAMBA,CENTRE,27559,664,3.8,11.61667,2025
MEBENGADZOMO,MEFOU-ET-AFAMBA,DZENG,CENTRE,25385,485,3.71667,11.9,2025
ADJAP,DJA-ET-LOBO,OVENG,SUD,91725,411,2.45,12.31667,2025
DJARINDI,FARO,POLI,NORD,62616,655,8.23333,12.98333,2025
DEM,MAYO-LOUTI,GUIDER,NORD,63639,3382,9.93333,13.85,2025
PINTCHOUMBA,FARO,LAGDO,NORD,62357,401,8.49399,13.45063,2025
OURO BOKI,BENOUE,PITOA,NORD,61233,2036,9.41035,13.6569,2025
NIAMSALA,BENOUE,PITOA,NORD,61233,2036,9.31229,13.68401,2025
WANDALANG,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,10.06437,13.45249,2025
BOUNGAY,MAYO-SAVA,TOKOMBÃ©RÃ©,EXTREME-NORD,45889,0,10.90542,14.03977,2025
OURARE,MAYO-KANI,TOULOUM,EXTREME-NORD,44338,0,10.17833,14.75789,2025
MOUKOFI,MAYO-TSANAGA,BOURHA,EXTREME-NORD,46197,2371,10.27324,13.52066,2025
BAOULI ARDJANIRE,DIAMARE,BOGO,EXTREME-NORD,41171,2048,10.7049,14.69059,2025
ELANG,LEKIE,MBANGASSINA,CENTRE,22994,8279,4.46667,11.48333,2025
BOYABISOUMBI,MBAM-ET-INOUBOU,OMBESSA,CENTRE,23437,2245,4.61667,11.31667,2025
KAMBA,NYONG-ET-MFOUMOU,AFANLOUM,CENTRE,29219,1200,4.11667,12.18333,2025
