Village,Department,Arrondissement,Region,postal_code,population,Lat_Village,Lon_Village,year
VEME,MVILA,EBOLOWA II,SUD,92529,2420,2.7,11.31667,2020
HONLE,FARO,POLI,NORD,62616,577,8.49493,13.08557,2020
AMINIKEIR,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,12.15517,14.78588,2020
BENJAO,MAYO-SAVA,KOZA,EXTREME-NORD,45214,574,10.91371,13.89368,2020
SIKIA,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2779,10.55929,13.95512,2020
KIMOWOL GUIZIGA,DIAMARE,GAZAWA,EXTREME-NORD,41328,618,10.58348,14.12589,2020
MANDABE,LOGONE-ET-CHARI,ZINA,EXTREME-NORD,42142,565,11.45684,14.99629,2020
KRENAK KABIR,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,657,12.44639,14.69015,2020
NIGA,LEKIE,ELIG-MFOMO,CENTRE,22641,862,4.2,11.33333,2020
KOUROU,HAUTE-SANAGA,NANGA-EBOKO,CENTRE,21283,709,5.03333,12.41667,2020
MFOU,MFOUNDI,MFOU,CENTRE,27492,1490,3.71667,11.63333,2020
MEUYOS,NYONG-ET-MFOUMOU,AKONOLINGA,CENTRE,29367,551,3.7,12.53333,2020
BOURA II,MBAM-ET-INOUBOU,OMBESSA,CENTRE,23437,1962,4.65,11.35,2020
NIAMANGA II,MBAM-ET-INOUBOU,OMBESSA,CENTRE,23437,1962,4.58333,11.31667,2020
VOUA II,LEKIE,EVODOULA,CENTRE,22785,1007,4.01667,11.2,2020
ZOASI,MEFOU-ET-AFAMBA,NKOLAFAMBA,CENTRE,25159,580,3.76667,11.75,2020
AZEM,OCEAN,CAMPO,SUD,93393,188,2.45,10.36667,2020
NTOUMBA,MVILA,NGOULÃ©MAKONG,SUD,92336,0,3.03333,11.4,2020
GUEREME,MAYO-LOUTI,FIGUIL,NORD,63523,1793,9.934,14.0995,2020
SINASSI,MAYO-REY,REY-BOUBA,NORD,64776,1598,8.8587,14.4832,2020
DJAORO KOUSI,MBERE,DJOHONG,ADAMAOUA,14488,603,7.16667,14.83333,2020
PARMA,BENOUE,GAROUA III,NORD,61786,2099,9.32119,13.50409,2020
POKA,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,10.04199,13.58546,2020
TCHEKEI,MAYO-LOUTI,GUIDER,NORD,63639,2981,10.02345,13.92679,2020
DJAMBOUTOU,BENOUE,GAROUA III,NORD,61786,2099,9.21408,13.36996,2020
MAMOURGUI,MAYO-SAVA,MORA,EXTREME-NORD,45467,4779,11.07486,14.26026,2020
MEMBING,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2779,10.62022,13.93995,2020
MASSALA,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,574,10.8384,13.87512,2020
DJEGOUE,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,574,10.8094,13.76337,2020
MAZARE,MAYO-SAVA,KOZA,EXTREME-NORD,45214,574,10.87715,13.94646,2020
NAYRE,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,657,12.35847,14.67235,2020
GUELELEJE,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,574,10.78851,13.86757,2020
GASSAMA,MAYO-DANAY,MOULVOUDAYE,EXTREME-NORD,43252,2750,10.34169,14.84802,2020
NKOLMEKOK,LEKIE,BATCHENGA,CENTRE,22164,0,4.23333,11.61667,2020
KWAGAN,NOUN,NGAMBÃ©-TIKAR,OUEST,88964,0,5.61667,11.41667,2020
NGOYA I,MFOUNDI,YAOUNDÃ© II,CENTRE,27946,0,3.95,11.45,2020
KPA,MBAM-ET-KIM,NGORO,CENTRE,24485,4070,5.26667,11.46667,2020
NDOKALENDE,MBAM-ET-INOUBOU,NDIKINIMÃ©KI,CENTRE,23786,0,4.71667,10.78333,2020
DINK,MBAM-ET-INOUBOU,DEUK,CENTRE,23371,2904,4.96667,11.1,2020
TAPARE,MBAM-ET-KIM,YOKO,CENTRE,24769,301,5.86667,12.25,2020
ISANDJA,MBAM-ET-KIM,NTUI,CENTRE,24646,1959,4.76667,11.76667,2020
NKOLMEVA,NYONG-ET-SO,MFOU,CENTRE,21192,1490,3.58333,11.63333,2020
AZEM,MVILA,EBOLOWA I,SUD,92454,2409,2.86667,11.1,2020
MELONDO,NYONG-ET-MFOUMOU,BENGBIS,CENTRE,29779,339,3.46667,12.48333,2020
MINKOMO,VALLEE-DU-NTEM,KYÃ©-OSSI,SUD,94583,0,2.18333,11.26667,2020
ABANG,VALLEE-DU-NTEM,KYÃ©-OSSI,SUD,94583,0,2.35,11.25,2020
MATARE,VINA,MARTAP,ADAMAOUA,15396,1778,7.48333,13.23333,2020
BAROMBI MOKOKO,MEME,MBONGE,SUD-OUEST,15996,6242,4.4909,9.0781,2020
OKOROBA,MANYU,MAMFE,SUD-OUEST,14357,0,5.4563,9.2604,2020
BATANGA,MOMO,BENAKUMA,NORD-OUEST,76636,0,6.2899,9.7286,2020
MGBAGATI,MANYU,TOKO,SUD-OUEST,14552,160,5.4038,9.2026,2020
BWEME,NDIAN,TOKO,SUD-OUEST,16252,160,5.0592,9.0736,2020
BAKUMBA,NDIAN,TOKO,SUD-OUEST,16252,160,5.36667,8.98333,2020
NKWABANG,MIFI,BAFOUSSAM III,OUEST,86392,3595,5.47544,10.36285,2020
MANKO,NDE,BANGANGTÃ©,OUEST,87191,0,5.1619,10.56482,2020
MA,MAYO-REY,TOUBORO,NORD,64967,2346,7.35,15.21667,2020
DONGOLE,FARO,POLI,NORD,62616,577,8.47369,13.23977,2020
GOURMEN,VINA,MBÃ©,ADAMAOUA,15446,0,7.76667,13.75,2020
ASSANA,MAYO-LOUTI,BIBEMI,NORD,63256,144,9.56667,13.86667,2020
OURO BEREDJI,MAYO-LOUTI,BIBEMI,NORD,63256,144,9.50736,13.85173,2020
KARTCHE,LOGONE-ET-CHARI,HILÃ© - ALIFA,EXTREME-NORD,42586,0,12.53303,14.41666,2020
NAGA,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,12.09895,14.94033,2020
LASKAHAKO,MAYO-TSANAGA,NDOUKOULA,EXTREME-NORD,46824,873,10.34019,13.97385,2020
MAGRONGONG,MAYO-KANI,KAÃ©LÃ©,EXTREME-NORD,44588,0,10.11236,14.50611,2020
MOZOGOY,DIAMARE,MERI,EXTREME-NORD,41837,3595,10.64764,14.21243,2020
GOUEDJELE,MAYO-SAVA,MOZOGO,EXTREME-NORD,45552,0,11.07254,13.83716,2020
MORA,MAYO-SAVA,KOZA,EXTREME-NORD,45214,574,10.88292,13.95979,2020
OUDOUMDJARAY,MAYO-TSANAGA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,46973,0,10.78594,13.92446,2020
MARAK,MAYO-SAVA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,45773,0,10.80235,13.97723,2020
MANAWATCHI,LOGONE-ET-CHARI,LOGONE-BIRNI,EXTREME-NORD,42733,0,11.53874,15.10851,2020
MFIDA,NYONG-ET-SO,MENGUEME,CENTRE,21824,888,3.2,11.4,2020
EKOUM DOUMA,MEFOU-ET-AFAMBA,AFANLOUM,CENTRE,25119,1048,4.21667,12.06667,2020
YEBEKOLO,LEKIE,OMBESSA,CENTRE,22737,1962,4.53333,11.31667,2020
NGALAN,NYONG-ET-SO,MBALMAYO,CENTRE,21774,4090,3.53333,11.51667,2020
OLENGINA,MEFOU-ET-AFAMBA,OLANGUINA,CENTRE,25336,0,3.96667,12.01667,2020
NKOLIANGA,MEFOU-ET-AFAMBA,ESSE,CENTRE,25657,897,4.16667,11.83333,2020
ETOGNANG,HAUTE-SANAGA,NANGA-EBOKO,CENTRE,21283,709,4.66667,12.43333,2020
METO,NYONG-ET-MFOUMOU,AYOS,CENTRE,29674,682,4.11667,12.61667,2020
MAOBARKEDJE,VINA,MARTAP,ADAMAOUA,15396,1778,7.08333,13.03333,2020
MBA KANA,FARO-ET-DEO,TIGNÃ¨RE,ADAMAOUA,12592,0,7.46667,12.85,2020
BOVIA,FAKO,LIMBÃ© II,SUD-OUEST,11686,0,4.0087,9.1693,2020
NTAKWO,MOMO,NIJKWA,NORD-OUEST,76823,0,6.13659,9.65868,2020
TAFU,MANYU,TINTO,SUD-OUEST,14468,0,5.7656,9.5471,2020
ITALI,NDIAN,TOKO,SUD-OUEST,16252,160,5.0969,9.1443,2020
MATUTU,NDIAN,BAMUSSO,SUD-OUEST,16177,1266,4.5579,8.9374,2020
MISSAKA,WOURI,DIBOMBARI,LITTORAL,54356,817,4.1874,9.5168,2020
MAKOUAN,NOUN,MASSANGAM,OUEST,88892,1596,5.49069,10.85634,2020
BANKA,HAUT-NKAM,BANKA,OUEST,82563,1970,5.16298,10.20844,2020
MANSEN,NDE,MASSANGAM,OUEST,87792,1596,5.08445,10.87371,2020
NGWO,MOMO,NIJKWA,NORD-OUEST,76823,0,6.0953,9.8103,2020
BAKUT,MANYU,EYUMODJOCK,SUD-OUEST,14237,1397,5.45785,9.12034,2020
LETIA,MENOUA,BATCHAM,OUEST,85293,1124,5.56091,10.16105,2020
BAMOUTSA,BAMBOUTOS,MBOUDA,OUEST,81756,2088,5.56161,10.29858,2020
DJENDE,HAUT-NYONG,DOUMAINTANG,EST,32248,791,4.06667,13.21667,2020
ZOULABOT II,HAUT-NYONG,MESSOCK,EST,32685,0,2.9,13.88333,2020
BANGOUE,HAUTE-SANAGA,MBOMA,CENTRE,21965,476,4.16667,12.91667,2020
NGOLAMBELE,KADEI,DIMAKO,EST,33439,1670,4.43333,13.6,2020
BONANJO,WOURI,DOUALA I,LITTORAL,54597,96700,4.0371,9.679,2020
NKOUABAYE,SANAGA-MARITIME,MOUANKO,LITTORAL,53712,219,3.63,9.91389,2020
BONGO,WOURI,DOUALA V,LITTORAL,54997,62260,4.2233,9.7273,2020
LOUMSI,MOUNGO,MANJO,LITTORAL,51588,2118,4.8543,9.8011,2020
MBOL,BOUMBA-ET-NGOKO,GARI-GOMBO,EST,31192,0,3.5,14.98333,2020
KOMPYA,NYONG-ET-MFOUMOU,MESSAMÃ©NA,CENTRE,29521,0,3.55,12.85,2020
NKOLOUNGE,HAUT-NYONG,LOMIÃ©,EST,32494,0,3.23333,13.6,2020
MEFAM,MIFI,BAFOUSSAM II,OUEST,86271,13857,5.53146,10.40426,2020
FONDJOMOKO,HAUT-NKAM,KÃ©KEM,OUEST,82959,0,5.16685,10.0897,2020
NDOUYAP,NOUN,MASSANGAM,OUEST,88892,1596,5.38161,10.78761,2020
BWABWA,BOYO,FUNDONG,NORD-OUEST,71425,7254,6.43333,10.33333,2020
BAFANJI,NGO-KETUNJIA,BALIKUMBAT,NORD-OUEST,77235,1987,5.83532,10.40649,2020
MBOUM,HAUTS-PLATEAUX,BAMENDJOU,OUEST,83376,1089,5.35505,10.32029,2020
HOGO,KOUNG-KHI,DEMDING,OUEST,84428,0,5.31298,10.47416,2020
FAMGO NETA',NDE,BASSAMBA,OUEST,87214,199,5.12698,10.51993,2020
EPOLO,SANAGA-MARITIME,MOUANKO,LITTORAL,53712,219,3.64278,9.79944,2020
BONANYAMA,NKAM,YABASSI,LITTORAL,52582,442,4.4086,9.902,2020
BOUKOUS,SANAGA-MARITIME,ÃDÃ©A II,LITTORAL,53453,0,4.03333,10.33333,2020
ONIANGUE,SANAGA-MARITIME,DOUALA VI,LITTORAL,53363,652,3.75056,9.66667,2020
MELEN V,HAUT-NYONG,SOMALOMO,EST,32289,258,3.48333,13.06667,2020
GONGA,KADEI,NGUÃ©LÃ©BOK,EST,33465,0,4.21667,13.73333,2020
AKOK,MVILA,BIWONG-BULU,SUD,92384,765,2.63333,11.7,2020
MVOULA,OCEAN,NIÃ©TÃ©,SUD,93235,0,2.7,10.1,2020
AYENE,DJA-ET-LOBO,DJOUM,SUD,91262,666,2.55,12.66667,2020
NGONEBEMEU,NYONG-ET-MFOUMOU,ENDOM,CENTRE,29961,510,3.46667,12.26667,2020
ASAM,NYONG-ET-SO,AKOÃ©MAN,CENTRE,21226,0,3.16667,11.65,2020
BABADJE,MAYO-LOUTI,FIGUIL,NORD,63523,1793,9.69337,13.99931,2020
BOLGUI,MAYO-LOUTI,GUIDER,NORD,63639,2981,9.63333,13.95,2020
DEGUERI,MAYO-LOUTI,GUIDER,NORD,63639,2981,10.01073,13.78193,2020
DIGAM,LOGONE-ET-CHARI,MAKARY,EXTREME-NORD,42814,0,12.38207,14.62049,2020
OURO YAYA,DIAMARE,BOGO,EXTREME-NORD,41171,2692,10.75963,14.62085,2020
KAY-KAY II,MAYO-DANAY,KAI-KAI,EXTREME-NORD,43724,4483,10.66768,15.03506,2020
GUELAPAR,MAYO-SAVA,MOZOGO,EXTREME-NORD,45552,0,11.05194,13.89425,2020
MAKSA,MAYO-SAVA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,45773,0,10.8522,13.97583,2020
TOUKSOU,MAYO-DANAY,DATCHÃ©KA,EXTREME-NORD,43313,0,10.05,15.05,2020
KEBE,LOGONE-ET-CHARI,LOGONE-BIRNI,EXTREME-NORD,42733,0,11.83056,14.62472,2020
GRISWAY,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2779,10.71113,13.82829,2020
NGOUM,MBAM-ET-KIM,YOKO,CENTRE,24769,301,5.71667,12.41667,2020
NKOUMADZAP,NYONG-ET-SO,AKOÃ©MAN,CENTRE,21226,0,3.36667,11.56667,2020
NKOLMBA,LEKIE,ELIG-MFOMO,CENTRE,22641,862,4.16667,11.3,2020
NGOMESSANE,MVILA,MENGONG,SUD,92859,699,2.96667,11.41667,2020
NKOUNKOUT,MVILA,MENGONG,SUD,92859,699,2.91667,11.3,2020
BIDJAP,VALLEE-DU-NTEM,MA'AN,SUD,94617,341,2.41667,10.7,2020
SERA,FARO,POLI,NORD,62616,577,8.55535,13.11972,2020
OURO DONKA,BENOUE,GAROUA III,NORD,61786,2099,9.18428,13.69342,2020
HOME,MAYO-REY,TCHOLLIRÃ©,NORD,64832,0,8.08333,14.35,2020
OURO DIGGALE,BENOUE,BIBEMI,NORD,61256,144,9.12554,13.74484,2020
NGANI,MAYO-REY,TOUBORO,NORD,64967,2346,7.7,15.33333,2020
DOUVOUNI,MAYO-TSANAGA,BOURHA,EXTREME-NORD,46197,2077,10.33333,13.61667,2020
TOULOUM,MAYO-TSANAGA,NDOUKOULA,EXTREME-NORD,46824,873,10.28908,13.9774,2020
KARAKWY,LOGONE-ET-CHARI,WAZA,EXTREME-NORD,42943,955,11.50938,14.61432,2020
DOUGOUMSILIO I,LOGONE-ET-CHARI,HILÃ© - ALIFA,EXTREME-NORD,42586,0,12.60015,14.38258,2020
GAVALA,MAYO-SAVA,TOKOMBÃ©RÃ©,EXTREME-NORD,45889,0,10.91721,14.04103,2020
MOKOSSE,MAYO-SAVA,PÃ©TTÃ©,EXTREME-NORD,45686,0,11.03333,14.43333,2020
MAYO BAHEHEL,DIAMARE,MINDIF,EXTREME-NORD,41958,2434,10.43829,14.36213,2020
AL GROULIE,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,657,12.31084,14.6998,2020
MARBROUKA,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,12.16481,14.79655,2020
ABUNEMRI,LOGONE-ET-CHARI,MAKARY,EXTREME-NORD,42814,0,12.3083,14.51042,2020
TARAM,DIAMARE,BOGO,EXTREME-NORD,41171,2692,10.71403,14.77121,2020
JIVER,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,574,10.861,13.79397,2020
BODO,LOGONE-ET-CHARI,MAKARY,EXTREME-NORD,42814,0,12.36013,14.46004,2020
FOGOUM,MAYO-TSANAGA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,46973,0,10.75,13.96667,2020
PETTE,DIAMARE,PÃ©TTÃ©,EXTREME-NORD,41286,0,10.96778,14.50083,2020
BEKA,MBAM-ET-KIM,YOKO,CENTRE,24769,301,5.93333,12.28333,2020
MBIAM,HAUTE-SANAGA,NANGA-EBOKO,CENTRE,21283,709,4.53333,12.51667,2020
NGUINDA,NYONG-ET-MFOUMOU,LEMBE YEZOUM,CENTRE,29245,266,4.25,12.18333,2020
ABONDO,MEFOU-ET-AFAMBA,SOA,CENTRE,25448,1680,4.06667,11.61667,2020
LOBO,MFOUNDI,LOBO,CENTRE,27259,597,3.9,11.23333,2020
OUASSA BABOUTE,HAUTE-SANAGA,NKOTENG,CENTRE,21489,468,4.5,12.2,2020
NYAMBAY,MBAM-ET-INOUBOU,KON-YAMBETTA,CENTRE,23569,1906,4.73333,11.03333,2020
EBAYAGA,NYONG-ET-KELLE,MVENGUE,CENTRE,28241,1733,3.36667,11.01667,2020
BIKALA,OCEAN,BIPINDI,SUD,93259,1383,3.18333,10.56667,2020
MEFO,MVILA,SANGMÃ©LIMA,SUD,92453,0,2.96667,11.96667,2020
AKINA,VALLEE-DU-NTEM,AMBAM,SUD,94151,1180,2.5,11.06667,2020
NDIGOU,MBERE,BÃ©LEL,ADAMAOUA,14165,0,6.85,14.26667,2020
MAYO LEBOU,MBERE,MEIGANGA,ADAMAOUA,14646,2412,6.73333,14.5,2020
IKANGE,FAKO,TIKO,SUD-OUEST,11256,6419,4.095,9.4003,2020
BONA,MEME,DIKOME-BALUE,SUD-OUEST,15216,0,4.7923,9.2097,2020
MANTA,MOMO,WIDIKUM-BOFFÃ©,NORD-OUEST,76198,0,5.9467,9.6054,2020
LEBOCK,MENOUA,MENJI,OUEST,85655,0,5.3765,9.8566,2020
TOBA,KOUNG-KHI,PETE-BANDJOUN,OUEST,84691,0,5.41478,10.45158,2020
PANZOU,KOUNG-KHI,FOUMBOT,OUEST,84533,3857,5.4147,10.60861,2020
BAMONGO,BAMBOUTOS,MBOUDA,OUEST,81756,2088,5.5683,10.27435,2020
TSINGBE,MENOUA,NKONG-ZEM,OUEST,85824,0,5.45403,10.11942,2020
LETET,MENOUA,FOKOUÃ©,OUEST,85434,0,5.41068,10.11456,2020
MEJA,HAUTS-PLATEAUX,BAMENDJOU,OUEST,83376,1089,5.39457,10.28482,2020
BATCHUETIO,BAMBOUTOS,BATCHAM,OUEST,81593,1124,5.56525,10.26491,2020
PANTOUTSA,NDE,BAZOU,OUEST,87421,593,5.00026,10.4697,2020
NKEKE,HAUTS-PLATEAUX,BANGOU,OUEST,83512,794,5.1957,10.427,2020
FOSSONG-TSINTCHUET,LEBIALEM,FONGO-TONGO,SUD-OUEST,13663,0,5.50971,10.00906,2020
PENHI,MENOUA,PENKA-MICHEL,OUEST,85957,1140,5.43945,10.20302,2020
KOREHEL,MAYO-LOUTI,MOUTOURWA,NORD,63982,1080,10.16983,13.96834,2020
KANGAY,MAYO-LOUTI,BIBEMI,NORD,63256,144,9.56959,13.91397,2020
HORNOMO,BENOUE,BASCHÃ©O,NORD,61175,0,9.66667,13.4,2020
MBARKA,BENOUE,BIBEMI,NORD,61256,144,9.28552,13.90068,2020
NOG'BIRI,BENOUE,LAGDO,NORD,61857,353,8.60894,13.52089,2020
DARAM,MAYO-LOUTI,DEMBO,NORD,63443,417,9.68473,13.6245,2020
WAVOUZEY,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1492,11.27109,14.07139,2020
MAKARBA,DIAMARE,MAROUA III,EXTREME-NORD,41781,5081,10.76623,14.30152,2020
KOUOTAMA,MAYO-SAVA,TOKOMBÃ©RÃ©,EXTREME-NORD,45889,0,10.80709,14.11697,2020
TCHI,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2779,10.58269,13.76649,2020
DANA,MAYO-DANAY,YAGOUA,EXTREME-NORD,43642,8191,10.2362,15.29501,2020
DOBAMGOUA,MAYO-SAVA,KOZA,EXTREME-NORD,45214,574,10.8622,13.89413,2020
GOUARAZI,MAYO-DANAY,ZINA,EXTREME-NORD,43742,565,11.14509,15.01659,2020
NGOY HIJILIJE,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,12.05707,14.7377,2020
ADOUM,MFOUNDI,NKOLAFAMBA,CENTRE,27559,580,3.76667,11.65,2020
ELOMZOK,LEKIE,BATCHENGA,CENTRE,22164,0,4.21667,11.6,2020
EKOUMDOUM,MFOUNDI,YAOUNDÃ© IV,CENTRE,27242,0,3.81667,11.53333,2020
NZINKE,HAUTE-SANAGA,NANGA-EBOKO,CENTRE,21283,709,4.91667,12.43333,2020
DOKOA,LEKIE,BATCHENGA,CENTRE,22164,0,4.36667,11.73333,2020
MARMA,VINA,NGAOUNDÃ©RÃ© I,ADAMAOUA,15774,0,7.2,13.46667,2020
GONGOTOUA,DJEREM,TABATI,ADAMAOUA,11554,0,6.16723,12.52244,2020
TIKORO,NDIAN,KOMBO-ITINDI,SUD-OUEST,16883,0,4.7027,8.7004,2020
MBANGE,NDIAN,DIKOME-BALUE,SUD-OUEST,16216,0,4.8221,9.1128,2020
SABES,LEBIALEM,ALOU,SUD-OUEST,13173,5573,5.64894,9.87005,2020
MEFIE,NOUN,FOUMBAN,OUEST,88358,1755,5.73113,10.96536,2020
MALURE,NOUN,NJIMOM,OUEST,88156,2163,5.85951,10.98108,2020
NKOUMBAM,NOUN,BANGOURAIN,OUEST,88169,1473,5.87492,10.76105,2020
BONDONG,MENCHUM,BENAKUMA,NORD-OUEST,74136,0,6.3784,9.9691,2020
BADJI,MENCHUM,FURU-AWA,NORD-OUEST,74377,2031,6.86667,10.11667,2020
TO'CHOM,KOUNG-KHI,BAYANGAM,OUEST,84353,408,5.3025,10.47893,2020
MOUNDEK,MEME,MOMBO,SUD-OUEST,15164,524,4.553,9.5532,2020
MINDOUMA,HAUT-NYONG,MESSOCK,EST,32685,0,3.11667,14.0,2020
SIMEYONG,KADEI,DIMAKO,EST,33439,1670,4.21667,13.58333,2020
EKOMDJONG,MOUNGO,EBONE,LITTORAL,51273,0,4.8042,9.8978,2020
MBENBOU,SANAGA-MARITIME,DIZANGUÃ©,LITTORAL,53258,0,3.77083,9.87528,2020
DJOUNGO,MOUNGO,MOMBO,LITTORAL,51764,534,4.576,9.6178,2020
NOLA,BOUMBA-ET-NGOKO,MOULOUNDOU,EST,31357,0,2.05,15.18333,2020
WANDIN,DJEREM,TABATI,ADAMAOUA,11554,0,6.34032,12.78133,2020
KWI,DJEREM,TABATI,ADAMAOUA,11554,0,6.83454,12.50938,2020
KOFA,FARO-ET-DEO,GALIM-TIGNÃ¨RE,ADAMAOUA,12159,0,7.35,12.38333,2020
KOMBO ADIBO II,NDIAN,KOMBO-ITINDI,SUD-OUEST,16883,0,4.536,8.7627,2020
MUSONE,MEME,KUMBA I,SUD-OUEST,15567,8025,4.4429,9.2692,2020
MOKO,NDIAN,MUDEMBA,SUD-OUEST,16151,0,4.864,8.8964,2020
MEANGWE,NDIAN,TOKO,SUD-OUEST,16252,160,5.0409,9.1409,2020
MOKANGO,NDIAN,TOKO,SUD-OUEST,16252,160,5.13076,9.09075,2020
TOBANG,MIFI,BAFOUSSAM III,OUEST,86392,3595,5.45384,10.38749,2020
FOTOMENA,HAUT-NKAM,KÃ©KEM,OUEST,82959,0,5.21667,10.1,2020
LE,MENOUA,FOKOUÃ©,OUEST,85434,0,5.31633,10.09649,2020
NJINKA,NOUN,FOUMBAN,OUEST,88358,1755,5.7401,10.9017,2020
PAMFUETLE,NOUN,KOUTABA,OUEST,88592,1096,5.63919,10.70234,2020
MAMBEN,NOUN,FOUMBAN,OUEST,88358,1755,5.7105,10.89795,2020
ZEMEFOU,MENOUA,NKONG-ZEM,OUEST,85824,0,5.45368,10.15981,2020
BOUTCHA,HAUT-NKAM,BANKA,OUEST,82563,1970,5.17536,10.14709,2020
NGODI,MOUNGO,LOUM,LITTORAL,51421,2614,4.7042,9.7228,2020
BONANGANDO,WOURI,DOUALA IV,LITTORAL,54839,41366,4.1472,9.669,2020
MBONDJO II,WOURI,DIBOMBARI,LITTORAL,54356,817,4.2169,9.5263,2020
EKANGTE,HAUT-NKAM,NKONGSAMBA II,OUEST,82543,14146,4.9918,9.9274,2020
BOLUNGA,SANAGA-MARITIME,MOUANKO,LITTORAL,53712,219,3.59667,9.69444,2020
KAN,SANAGA-MARITIME,MASSOK,LITTORAL,53581,0,4.08333,10.66667,2020
DIADOM,HAUT-NYONG,NGOYLA,EST,32997,415,2.41667,13.95,2020
EKOM,HAUT-NYONG,SOMALOMO,EST,32289,258,3.35,13.03333,2020
KOLOMBONG,KADEI,MBANG,EST,33928,1235,3.96667,14.21667,2020
ABIETE,OCEAN,AKOM II,SUD,93141,731,2.91667,10.5,2020
MBAE,VALLEE-DU-NTEM,OLAMZÃ©,SUD,94769,0,2.2,11.06667,2020
MAKALATE,OCEAN,LOLODORF,SUD,93938,1035,3.11667,10.68333,2020
FENETE,VALLEE-DU-NTEM,KYÃ©-OSSI,SUD,94583,0,2.2,11.35,2020
TAWAN,MAYO-LOUTI,GUIDER,NORD,63639,2981,10.10764,13.95077,2020
OURO BABOUBA,MAYO-LOUTI,FIGUIL,NORD,63523,1793,9.7966,13.96486,2020
TEGI,FARO,LAGDO,NORD,62357,353,8.44309,13.33682,2020
SELOU,FARO,POLI,NORD,62616,577,8.30355,13.19524,2020
RIWANGO,BENOUE,BIBEMI,NORD,61256,144,9.35567,13.74749,2020
DZINGUE,MAYO-REY,TOUBORO,NORD,64967,2346,7.68333,15.51667,2020
BANGLI-MALOUM,BENOUE,MAYO-HOURNA,NORD,61988,0,9.24701,13.20387,2020
BOGUEL,BENOUE,TOUROUA,NORD,61454,1194,9.08333,12.95,2020
DOMPTA,MAYO-REY,TOUBORO,NORD,64967,2346,7.3034,15.1545,2020
DOUMO,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,10.06223,13.30457,2020
BILI,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,10.09338,13.7389,2020
TCHOUVOUK,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2779,10.63748,13.95209,2020
DOURGA,DIAMARE,GAZAWA,EXTREME-NORD,41328,927,10.59871,14.17813,2020
YEGWA,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1492,11.12913,14.06321,2020
GOKORO,MAYO-SAVA,MOZOGO,EXTREME-NORD,45552,0,10.98517,13.94738,2020
NGAOUNI,LOGONE-ET-CHARI,ZINA,EXTREME-NORD,42142,565,11.49558,15.04457,2020
MOGOZI,MAYO-DANAY,GUÃ©MÃ©,EXTREME-NORD,43527,0,10.55396,15.04868,2020
FADJE,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,657,12.14855,14.6821,2020
WELE,MAYO-DANAY,KAR-HAY,EXTREME-NORD,43913,0,10.1276,14.97969,2020
WALIDJOM,DIAMARE,DARGALA,EXTREME-NORD,41219,983,10.53286,14.48576,2020
ZIGUE,LOGONE-ET-CHARI,LOGONE-BIRNI,EXTREME-NORD,42733,0,11.78867,14.63099,2020
TCHOUWEK,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2779,10.57458,13.95166,2020
MOUKEN,MBAM-ET-INOUBOU,KIIKI,CENTRE,23417,1662,4.75,11.15,2020
OZOM,MEFOU-ET-AKONO,YAOUNDÃ© III,CENTRE,26515,0,3.68333,11.46667,2020
BOUBALA,MBAM-ET-KIM,NGAMBÃ©-TIKAR,CENTRE,24364,0,5.75,11.9,2020
NDIBI,NYONG-ET-MFOUMOU,AKONOLINGA,CENTRE,29367,551,3.76667,12.21667,2020
NYOMO,MFOUNDI,YAOUNDÃ© III,CENTRE,27115,0,3.75,11.48333,2020
POKELE,MAYO-BANYO,NGAMBÃ©-TIKAR,ADAMAOUA,13564,0,6.1,11.85,2020
NGONGO,LEKIE,OBALA,CENTRE,22589,3855,4.21667,11.48333,2020
